vehicle_id,row_index,display_name,manufacturer,model,variant,source_url,extraction_timestamp_utc,raw_row_text,table_values_json,rank,range_until_stop_km,range_added_20min_km,range_total_one_stop_km,battery_capacity_kwh,consumption_kwh_per_100km,max_charging_power_kw
mercedes_benz_cla_coupe_250_eq_progressive,0,Mercedes-Benz CLA Coupe 250+ EQ Progressive,Mercedes-Benz,CLA Coupe 250+ EQ Progressive,,https://www.adac.de/infogram/a194a8ff-52a8-41cb-bd33-e553c66f04f8/?parent_url=https%3A%2F%2Fwww.adac.de%2Frund-ums-fahrzeug%2Felektromobilitaet%2Fladen%2Fschnellladen-langstrecke-ladekurven-2026%2F&src=embed#async_embed,2026-05-19T08:53:35Z,Mercedes-Benz CLA Coupe 250+ EQ Progressive 1226 670 556,"{""Gesamt-Reichweite"": ""1226"", ""Reichweite mit vollem Akku (10% Restenergie)"": ""670"", ""chart_switch"": """", ""gewonnene Reichweite durch 20 Minuten Laden"": ""556"", ""vehicle"": ""Mercedes-Benz CLA Coupe 250+ EQ Progressive""}",1,670,556,1226,,,
porsche_taycan_performancebatterie_plus,1,Porsche Taycan Performancebatterie Plus,Porsche,Taycan Performancebatterie Plus,,https://www.adac.de/infogram/a194a8ff-52a8-41cb-bd33-e553c66f04f8/?parent_url=https%3A%2F%2Fwww.adac.de%2Frund-ums-fahrzeug%2Felektromobilitaet%2Fladen%2Fschnellladen-langstrecke-ladekurven-2026%2F&src=embed#async_embed,2026-05-19T08:53:35Z,Porsche Taycan Performancebatterie Plus 981 513 468,"{""Gesamt-Reichweite"": ""981"", ""Reichweite mit vollem Akku (10% Restenergie)"": ""513"", ""chart_switch"": """", ""gewonnene Reichweite durch 20 Minuten Laden"": ""468"", ""vehicle"": ""Porsche Taycan Performancebatterie Plus""}",2,513,468,981,,,
mercedes_benz_eqs_450_amg_line,2,Mercedes-Benz EQS 450+ AMG Line,Mercedes-Benz,EQS 450+ AMG Line,,https://www.adac.de/infogram/a194a8ff-52a8-41cb-bd33-e553c66f04f8/?parent_url=https%3A%2F%2Fwww.adac.de%2Frund-ums-fahrzeug%2Felektromobilitaet%2Fladen%2Fschnellladen-langstrecke-ladekurven-2026%2F&src=embed#async_embed,2026-05-19T08:53:35Z,Mercedes-Benz EQS 450+ AMG Line 962 597 365,"{""Gesamt-Reichweite"": ""962"", ""Reichweite mit vollem Akku (10% Restenergie)"": ""597"", ""chart_switch"": """", ""gewonnene Reichweite durch 20 Minuten Laden"": ""365"", ""vehicle"": ""Mercedes-Benz EQS 450+ AMG Line""}",3,597,365,962,,,
