vehicle_id,display_name,point_index,soc_percent,charging_power_kw,svg_cx,svg_cy,svg_x_transformed,svg_y_transformed,aria_label,source_type,extraction_timestamp_utc
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,10,20.0,283.2,90.65492957746478,25.0,149.65492957746477,43.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 20: 283,2",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,11,21.0,279.9,99.28873239436619,29.0,158.2887323943662,47.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 21: 279,9",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,12,22.0,276.5,107.9225352112676,34.0,166.9225352112676,52.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 22: 276,5",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,13,23.0,272.5,116.55633802816901,40.0,175.55633802816902,58.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 23: 272,5",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,14,24.0,268.5,125.19014084507042,46.0,184.1901408450704,64.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 24: 268,5",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,15,25.0,266.2,133.82394366197184,49.0,192.82394366197184,67.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 25: 266,2",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,16,26.0,266.2,142.45774647887322,49.0,201.45774647887322,67.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 26: 266,2",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,17,27.0,265.9,151.09154929577466,50.0,210.09154929577466,68.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 27: 265,9",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,18,28.0,265.8,159.72535211267603,50.0,218.72535211267603,68.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 28: 265,8",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,19,29.0,265.3,168.35915492957747,51.0,227.35915492957747,69.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 29: 265,3",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,20,30.0,264.0,176.99295774647885,53.0,235.99295774647885,71.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 30: 264,0",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,21,31.0,260.6,185.6267605633803,58.0,244.6267605633803,76.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 31: 260,6",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,22,32.0,257.7,194.26056338028167,62.0,253.26056338028167,80.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 32: 257,7",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,23,33.0,254.5,202.8943661971831,66.0,261.8943661971831,84.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 33: 254,5",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,24,34.0,248.9,211.52816901408448,75.0,270.5281690140845,93.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 34: 248,9",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,25,35.0,243.6,220.16197183098592,82.0,279.1619718309859,100.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 35: 243,6",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,26,36.0,239.7,228.7957746478873,88.0,287.7957746478873,106.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 36: 239,7",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,27,37.0,234.6,237.42957746478874,95.0,296.42957746478874,113.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 37: 234,6",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,28,38.0,231.0,246.06338028169012,101.0,305.0633802816901,119.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 38: 231,0",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,29,39.0,225.9,254.69718309859155,108.0,313.69718309859155,126.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 39: 225,9",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,30,40.0,221.2,263.33098591549293,115.0,322.33098591549293,133.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 40: 221,2",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,31,41.0,216.7,271.96478873239437,122.0,330.96478873239437,140.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 41: 216,7",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,32,42.0,213.4,280.59859154929575,126.0,339.59859154929575,144.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 42: 213,4",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,33,43.0,209.2,289.2323943661971,133.0,348.2323943661971,151.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 43: 209,2",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,34,44.0,205.0,297.86619718309856,139.0,356.86619718309856,157.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 44: 205,0",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,35,45.0,200.7,306.5,145.0,365.5,163.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 45: 200,7",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,36,46.0,198.3,315.1338028169014,148.0,374.1338028169014,166.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 46: 198,3",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,37,47.0,196.4,323.76760563380276,151.0,382.76760563380276,169.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 47: 196,4",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,38,48.0,194.5,332.4014084507042,154.0,391.4014084507042,172.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 48: 194,5",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,39,49.0,192.9,341.03521126760563,156.0,400.03521126760563,174.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 49: 192,9",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,40,50.0,191.0,349.669014084507,159.0,408.669014084507,177.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 50: 191,0",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,41,51.0,188.7,358.3028169014084,162.0,417.3028169014084,180.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 51: 188,7",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,42,52.0,186.8,366.9366197183098,165.0,425.9366197183098,183.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 52: 186,8",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,43,53.0,185.1,375.57042253521126,168.0,434.57042253521126,186.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 53: 185,1",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,44,54.0,182.8,384.20422535211264,171.0,443.20422535211264,189.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 54: 182,8",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,45,55.0,181.0,392.838028169014,174.0,451.838028169014,192.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 55: 181,0",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,46,56.0,177.3,401.47183098591546,179.0,460.47183098591546,197.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 56: 177,3",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,47,57.0,172.2,410.1056338028169,187.0,469.1056338028169,205.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 57: 172,2",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,48,58.0,168.3,418.7394366197183,192.0,477.7394366197183,210.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 58: 168,3",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,49,59.0,163.5,427.37323943661966,199.0,486.37323943661966,217.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 59: 163,5",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,50,60.0,158.8,436.0070422535211,206.0,495.0070422535211,224.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 60: 158,8",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,51,61.0,154.3,444.64084507042253,213.0,503.64084507042253,231.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 61: 154,3",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,52,62.0,148.8,453.2746478873239,221.0,512.2746478873239,239.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 62: 148,8",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,53,63.0,144.4,461.9084507042253,227.0,520.9084507042253,245.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 63: 144,4",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,54,64.0,139.3,470.5422535211267,235.0,529.5422535211267,253.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 64: 139,3",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,55,65.0,134.5,479.17605633802816,242.0,538.1760563380282,260.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 65: 134,5",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,56,66.0,129.7,487.80985915492954,249.0,546.8098591549295,267.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 66: 129,7",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,57,67.0,127.6,496.4436619718309,252.0,555.4436619718309,270.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 67: 127,6",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,58,68.0,126.2,505.07746478873236,254.0,564.0774647887324,272.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 68: 126,2",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,59,69.0,124.9,513.7112676056338,256.0,572.7112676056338,274.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 69: 124,9",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,60,70.0,123.5,522.3450704225352,258.0,581.3450704225352,276.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 70: 123,5",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,61,71.0,122.1,530.9788732394366,260.0,589.9788732394366,278.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 71: 122,1",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,62,72.0,120.8,539.612676056338,262.0,598.612676056338,280.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 72: 120,8",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,63,73.0,119.4,548.2464788732394,264.0,607.2464788732394,282.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 73: 119,4",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,64,74.0,118.1,556.8802816901408,266.0,615.8802816901408,284.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 74: 118,1",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,65,75.0,116.7,565.5140845070422,268.0,624.5140845070422,286.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 75: 116,7",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,66,76.0,115.3,574.1478873239436,270.0,633.1478873239436,288.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 76: 115,3",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,67,77.0,113.8,582.7816901408451,272.0,641.7816901408451,290.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 77: 113,8",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,68,78.0,111.0,591.4154929577464,276.0,650.4154929577464,294.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 78: 111,0",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,69,79.0,107.8,600.0492957746478,281.0,659.0492957746478,299.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 79: 107,8",svg_aria,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,70,80.0,104.2,608.6830985915493,286.0,667.6830985915493,304.0,"Mercedes-Benz CLA Coupe 250+ EQ Progressive: 80: 104,2",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,0,10.0,290.0,4.316901408450704,15.0,63.316901408450704,33.0,"Porsche Taycan Performancebatterie Plus: 10%: 290,0",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,1,11.0,290.6,12.950704225352112,14.0,71.95070422535211,32.0,"Porsche Taycan Performancebatterie Plus: 11%: 290,6",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,2,12.0,293.1,21.58450704225352,10.0,80.58450704225352,28.0,"Porsche Taycan Performancebatterie Plus: 12%: 293,1",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,3,13.0,294.6,30.218309859154928,8.0,89.21830985915493,26.0,"Porsche Taycan Performancebatterie Plus: 13%: 294,6",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,4,14.0,292.6,38.852112676056336,11.0,97.85211267605634,29.0,"Porsche Taycan Performancebatterie Plus: 14%: 292,6",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,5,15.0,292.1,47.485915492957744,12.0,106.48591549295774,30.0,"Porsche Taycan Performancebatterie Plus: 15%: 292,1",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,6,16.0,293.6,56.11971830985915,9.0,115.11971830985915,27.0,"Porsche Taycan Performancebatterie Plus: 16%: 293,6",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,7,17.0,294.1,64.75352112676056,9.0,123.75352112676056,27.0,"Porsche Taycan Performancebatterie Plus: 17%: 294,1",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,8,18.0,295.1,73.38732394366197,7.0,132.38732394366195,25.0,"Porsche Taycan Performancebatterie Plus: 18%: 295,1",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,9,19.0,293.3,82.02112676056338,10.0,141.0211267605634,28.0,"Porsche Taycan Performancebatterie Plus: 19%: 293,3",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,10,20.0,294.5,90.65492957746478,8.0,149.65492957746477,26.0,"Porsche Taycan Performancebatterie Plus: 20%: 294,5",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,11,21.0,294.7,99.28873239436619,8.0,158.2887323943662,26.0,"Porsche Taycan Performancebatterie Plus: 21%: 294,7",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,12,22.0,295.2,107.9225352112676,7.0,166.9225352112676,25.0,"Porsche Taycan Performancebatterie Plus: 22%: 295,2",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,13,23.0,295.0,116.55633802816901,7.0,175.55633802816902,25.0,"Porsche Taycan Performancebatterie Plus: 23%: 295,0",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,14,24.0,294.9,125.19014084507042,7.0,184.1901408450704,25.0,"Porsche Taycan Performancebatterie Plus: 24%: 294,9",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,15,25.0,295.5,133.82394366197184,7.0,192.82394366197184,25.0,"Porsche Taycan Performancebatterie Plus: 25%: 295,5",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,16,26.0,294.8,142.45774647887322,8.0,201.45774647887322,26.0,"Porsche Taycan Performancebatterie Plus: 26%: 294,8",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,17,27.0,295.6,151.09154929577466,6.0,210.09154929577466,24.0,"Porsche Taycan Performancebatterie Plus: 27%: 295,6",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,18,28.0,295.3,159.72535211267603,7.0,218.72535211267603,25.0,"Porsche Taycan Performancebatterie Plus: 28%: 295,3",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,19,29.0,295.6,168.35915492957747,6.0,227.35915492957747,24.0,"Porsche Taycan Performancebatterie Plus: 29%: 295,6",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,20,30.0,295.1,176.99295774647885,7.0,235.99295774647885,25.0,"Porsche Taycan Performancebatterie Plus: 30%: 295,1",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,21,31.0,295.2,185.6267605633803,7.0,244.6267605633803,25.0,"Porsche Taycan Performancebatterie Plus: 31%: 295,2",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,22,32.0,295.0,194.26056338028167,7.0,253.26056338028167,25.0,"Porsche Taycan Performancebatterie Plus: 32%: 295,0",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,23,33.0,294.8,202.8943661971831,8.0,261.8943661971831,26.0,"Porsche Taycan Performancebatterie Plus: 33%: 294,8",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,24,34.0,295.5,211.52816901408448,7.0,270.5281690140845,25.0,"Porsche Taycan Performancebatterie Plus: 34%: 295,5",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,25,35.0,295.3,220.16197183098592,7.0,279.1619718309859,25.0,"Porsche Taycan Performancebatterie Plus: 35%: 295,3",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,26,36.0,295.3,228.7957746478873,7.0,287.7957746478873,25.0,"Porsche Taycan Performancebatterie Plus: 36%: 295,3",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,27,37.0,294.8,237.42957746478874,8.0,296.42957746478874,26.0,"Porsche Taycan Performancebatterie Plus: 37%: 294,8",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,28,38.0,295.3,246.06338028169012,7.0,305.0633802816901,25.0,"Porsche Taycan Performancebatterie Plus: 38%: 295,3",svg_aria,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,29,39.0,294.7,254.69718309859155,8.0,313.69718309859155,26.0,"Porsche Taycan Performancebatterie Plus: 39%: 294,7",svg_aria,2026-05-19T08:53:35Z
