vehicle_id,display_name,path_index,aria_label,d,stroke,class_name,extraction_timestamp_utc
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,0,Mercedes-Benz CLA Coupe 250+ EQ Progressive,"M4.316901408450704,6L12.950704225352112,6L21.58450704225352,6L30.218309859154928,6L38.852112676056336,6L47.485915492957744,6L56.11971830985915,9L64.75352112676056,12L73.38732394366197,16L82.02112676056338,20L90.65492957746478,25L99.28873239436619,29L107.9225352112676,34L116.55633802816901,40L125.19014084507042,46L133.82394366197184,49L142.45774647887322,49L151.09154929577466,50L159.72535211267603,50L168.35915492957747,51L176.99295774647885,53L185.6267605633803,58L194.26056338028167,62L202.8943661971831,66L204.42514472901124,67.59570551686491","rgb(255, 204, 0)",igc-graph-line-path,2026-05-19T08:53:35Z
mercedes_benz_cla_coupe_250_eq_progressive,Mercedes-Benz CLA Coupe 250+ EQ Progressive,1,"ⵁ Ladeleistung 205,8","M4.316901408450704,138Z","rgb(255, 255, 255)",igc-graph-line-path,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,0,Porsche Taycan Performancebatterie Plus,"M4.316901408450704,15L12.950704225352112,14L21.58450704225352,10L30.218309859154928,8L38.852112676056336,11L47.485915492957744,12L56.11971830985915,9L64.75352112676056,9L73.38732394366197,7L82.02112676056338,10L90.65492957746478,8L99.28873239436619,8L107.9225352112676,7L116.55633802816901,7L125.19014084507042,7L133.82394366197184,7L142.45774647887322,8L151.09154929577466,6L159.72535211267603,7L168.35915492957747,6L176.99295774647885,7L185.6267605633803,7L194.26056338028167,7L198.78933725049683,7.524539877300612","rgb(255, 204, 0)",igc-graph-line-path,2026-05-19T08:53:35Z
porsche_taycan_performancebatterie_plus,Porsche Taycan Performancebatterie Plus,1,"ⵁ Ladeleistung 274,9 kW","M4.316901408450704,37Z","rgb(255, 255, 255)",igc-graph-line-path,2026-05-19T08:53:35Z
mercedes_benz_eqs_450_amg_line,Mercedes-Benz EQS 450+ AMG Line,0,Mercedes-Benz EQS 450+ AMG Line,"M4.316901408450704,55L12.950704225352112,53L21.58450704225352,51L30.218309859154928,50L38.852112676056336,48L47.485915492957744,47L56.11971830985915,45L64.75352112676056,45L73.38732394366197,44L82.02112676056338,43L90.65492957746478,43L99.28873239436619,42L107.9225352112676,41L116.55633802816901,40L125.19014084507042,39L133.82394366197184,38L142.45774647887322,38L151.09154929577466,37L159.72535211267603,36L168.35915492957747,35L176.99295774647885,35L185.6267605633803,34L194.26056338028167,33L199.5679685507962,32.38527607323567","rgb(255, 204, 0)",igc-graph-line-path,2026-05-19T08:53:35Z
mercedes_benz_eqs_450_amg_line,Mercedes-Benz EQS 450+ AMG Line,1,"ⵁ Ladeleistung 181,2","M4.316901408450704,94Z","rgb(255, 255, 255)",igc-graph-line-path,2026-05-19T08:53:35Z
